ID,survey_finish_time,sex,sex2,age,year,location,location2,location3,KLikert,KBinary,KBinaryAll,KExpl,KExplSimple,KProfits,Int,IntUmyślnie,IntCelowo,IntŚwiadomie,Intention,BSądził,BPrzekonany,Aware,Reasons,Condition,Scale,Form,edu
587,219,Mężczyzna,NA,35-44 lata,43,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,0,-3,-3,-3,-3,-3,-3,1,-1,Help,FC,PR,Wyższe magisterskie
588,251,Kobieta,NA,55 lat lub więcej,67,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Wyższe magisterskie
589,247,Kobieta,NA,25-34 lata,27,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,-1,NA,No,"Dyrektor nie miał powodów, by sądzić, że stan środowiska się polepszy.",R,2,1,1,1,0,0,1,1,0,2,Help,LIK,ST,Zawodowe lub policealne
590,441,Kobieta,NA,25-34 lata,32,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,0,2,3,3,1,3,3,3,0,Harm,LIK,AG,Średnie
591,170,Mężczyzna,NA,45-54 lata,51,wieś,NA,NA,2,NA,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,2,2,2,2,2,2,1,2,2,2,Harm,LIK,ST,Wyższe magisterskie
592,169,Kobieta,NA,35-44 lata,35,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że stan środowiska się polepszy.",R,3,-1,-2,-3,-3,-2,-2,-2,-2,-2,Help,FC,ST,Wyższe magisterskie
593,238,Mężczyzna,NA,45-54 lata,53,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,2,2,2,2,1,2,2,3,1,Harm,FC,AG,Zawodowe lub policealne
594,227,Mężczyzna,NA,35-44 lata,40,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Wyższe magisterskie
595,393,Mężczyzna,NA,55 lat lub więcej,58,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,ST,Zawodowe lub policealne
596,461,Kobieta,NA,55 lat lub więcej,56,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,-1,1,2,2,-1,3,2,3,3,Harm,FC,AG,Wyższe magisterskie
597,381,Kobieta,NA,55 lat lub więcej,62,wieś,NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,Help,FC,PR,Średnie
598,194,Mężczyzna,NA,45-54 lata,49,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,-1,NA,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,2,-3,-2,-2,-2,-3,-1,-1,-2,0,Help,LIK,AG,Wyższe magisterskie
599,403,Mężczyzna,NA,25-34 lata,29,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,1,0,2,2,2,2,3,2,2,Help,FC,ST,Wyższe magisterskie
600,207,Mężczyzna,NA,18-24 lata,18,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,LIK,PR,Podstawowe
601,939,Mężczyzna,NA,45-54 lata,54,wieś,NA,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się pogorszy.",R,3,3,3,3,3,3,3,3,3,3,Harm,LIK,ST,Wyższe licencjackie lub inżynierskie
602,313,Kobieta,NA,45-54 lata,46,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,2,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,3,0,0,1,1,1,2,2,2,2,Help,LIK,ST,Średnie
603,238,Kobieta,NA,45-54 lata,47,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że pomoże środowisku.",B,2,2,2,2,2,2,2,2,2,2,Help,FC,AG,Zawodowe lub policealne
604,217,Mężczyzna,NA,55 lat lub więcej,65,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,2,0,1,1,0,0,1,2,2,Help,FC,PR,Wyższe magisterskie
605,282,Mężczyzna,NA,55 lat lub więcej,60,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Zawodowe lub policealne
606,122,Mężczyzna,NA,25-34 lata,29,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,2,1,1,1,1,1,1,0,2,1,Harm,LIK,ST,Wyższe magisterskie
607,247,Mężczyzna,NA,55 lat lub więcej,69,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,0,1,0,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
608,211,Mężczyzna,NA,45-54 lata,46,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,2,2,2,2,2,2,2,2,2,2,Harm,LIK,AG,Średnie
609,136,Kobieta,NA,45-54 lata,46,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,-2,3,-2,3,3,3,3,Harm,FC,PR,Wyższe magisterskie
610,217,Mężczyzna,NA,45-54 lata,53,wieś,NA,NA,2,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Średnie
611,289,Kobieta,NA,55 lat lub więcej,65,wieś,NA,NA,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,3,3,2,1,3,2,2,2,2,2,Harm,FC,PR,Zawodowe lub policealne
612,250,Mężczyzna,NA,25-34 lata,32,małe miasto (do 20 tys. mieszkańców),NA,NA,0,NA,Neither,Inne,O,1,-3,-3,-3,2,-3,1,1,2,2,Help,LIK,PR,Wyższe licencjackie lub inżynierskie
613,202,Kobieta,NA,45-54 lata,53,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,3,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się pogorszy.",R,3,3,3,3,3,3,1,3,3,3,Harm,LIK,ST,Zawodowe lub policealne
614,228,Mężczyzna,NA,55 lat lub więcej,57,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,3,3,3,3,3,3,3,3,3,3,Help,FC,ST,Średnie
615,168,Kobieta,NA,18-24 lata,23,wieś,NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,0,0,1,0,1,1,0,1,1,0,Harm,LIK,PR,Średnie
616,288,Kobieta,NA,25-34 lata,27,wieś,NA,NA,-3,NA,No,"Dyrektor nie miał powodów, by sądzić, że wdrożenie programu pomoże środowisku.",R,1,3,-3,-3,-3,-3,-3,-3,1,-3,Help,LIK,PR,Wyższe magisterskie
617,233,Kobieta,NA,35-44 lata,37,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,1,-1,2,1,1,1,2,1,1,Help,FC,AG,Wyższe magisterskie
618,374,Kobieta,NA,55 lat lub więcej,69,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Wyższe magisterskie
619,472,Kobieta,NA,45-54 lata,47,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Wyższe magisterskie
620,3110,Mężczyzna,NA,25-34 lata,34,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,0,-3,-3,-3,-3,-3,1,0,2,0,Help,FC,PR,Średnie
621,171,Kobieta,NA,55 lat lub więcej,56,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,0,3,3,3,3,0,3,3,2,Harm,FC,AG,Średnie
622,253,Mężczyzna,NA,35-44 lata,39,wieś,NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,-2,-3,-3,-3,-3,1,2,2,2,Help,LIK,ST,Wyższe magisterskie
623,244,Kobieta,NA,55 lat lub więcej,58,wieś,NA,NA,NA,1,Yes,Inne,O,3,0,3,1,3,-1,1,2,3,3,Harm,FC,PR,Wyższe magisterskie
624,167,Mężczyzna,NA,35-44 lata,37,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,2,2,2,-1,2,2,-1,2,2,2,Harm,FC,ST,Wyższe licencjackie lub inżynierskie
625,345,Kobieta,NA,35-44 lata,40,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się polepszy.",B,3,-2,-3,-3,-3,-3,0,2,2,0,Help,FC,ST,Średnie
626,343,Kobieta,NA,55 lat lub więcej,68,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu pomoże środowisku.",R,2,0,1,-1,0,0,-1,1,1,1,Help,FC,PR,Wyższe magisterskie
627,278,Mężczyzna,NA,35-44 lata,37,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,-2,0,-3,2,-3,3,3,3,3,Harm,LIK,AG,Średnie
628,165,Mężczyzna,NA,35-44 lata,35,małe miasto (do 20 tys. mieszkańców),NA,NA,0,NA,Neither,"Nie było jasne, czy dyrektor miał powody, czy nie miał powodów, by sądzić, że wdrożenie programu zaszkodzi środ",R,0,0,0,0,0,0,0,0,0,0,Harm,LIK,PR,Zawodowe lub policealne
629,171,Mężczyzna,NA,25-34 lata,29,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,0,-3,2,-3,-3,-3,2,0,Help,LIK,PR,Wyższe magisterskie
630,242,Mężczyzna,NA,45-54 lata,45,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,2,-2,-2,3,-2,3,2,2,-2,Harm,FC,PR,Zawodowe lub policealne
631,225,Mężczyzna,NA,55 lat lub więcej,56,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,0,3,0,3,-3,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
632,755,Mężczyzna,NA,35-44 lata,44,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Wyższe magisterskie
633,218,Mężczyzna,NA,45-54 lata,52,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor miał powody, by sądzić, że zaszkodzi środowisku.",R,2,2,2,2,2,2,2,2,3,2,Harm,FC,AG,Wyższe magisterskie
634,265,Mężczyzna,NA,45-54 lata,49,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,-3,1,1,-2,Help,FC,PR,Podstawowe
635,385,Kobieta,NA,55 lat lub więcej,57,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,-3,NA,No,Inne,O,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,AG,Zawodowe lub policealne
636,470,Mężczyzna,NA,18-24 lata,23,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,0,No,"Dyrektor nie był przekonany, że wdrożenie programu pomoże środowisku.",B,-1,-1,0,1,1,-1,-1,1,0,0,Help,FC,PR,Średnie
637,1025,Kobieta,NA,45-54 lata,45,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się pogorszyć.",Q,3,-3,1,3,3,3,1,1,1,3,Harm,FC,ST,Wyższe magisterskie
638,468,Kobieta,NA,35-44 lata,37,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,1,3,1,3,3,-1,1,3,-1,Harm,LIK,ST,Wyższe magisterskie
639,300,Mężczyzna,NA,35-44 lata,44,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,2,3,3,-2,Harm,LIK,AG,Średnie
640,197,Mężczyzna,NA,35-44 lata,42,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,-3,-3,3,3,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
641,248,Mężczyzna,NA,35-44 lata,40,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,-1,3,-3,3,-3,3,1,3,3,Help,FC,ST,Wyższe magisterskie
642,142,Mężczyzna,NA,25-34 lata,32,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,-1,3,-2,-3,2,3,-3,0,0,2,Harm,LIK,AG,Wyższe magisterskie
643,641,Mężczyzna,NA,55 lat lub więcej,79,wieś,NA,NA,-3,NA,No,Inne,O,3,2,2,3,3,3,3,3,3,3,Harm,LIK,PR,Zawodowe lub policealne
644,224,Mężczyzna,NA,35-44 lata,44,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,1,1,1,1,1,3,3,3,2,Harm,FC,PR,Wyższe magisterskie
645,210,Kobieta,NA,45-54 lata,50,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu pomoże środowisku.",R,3,3,3,3,3,0,0,0,3,3,Help,LIK,PR,Wyższe magisterskie
646,324,Kobieta,NA,55 lat lub więcej,60,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,3,3,3,3,3,3,3,3,Help,LIK,PR,Średnie
647,345,Mężczyzna,NA,35-44 lata,43,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,3,0,3,2,3,0,3,1,3,3,Harm,LIK,PR,Wyższe licencjackie lub inżynierskie
648,246,Mężczyzna,NA,55 lat lub więcej,77,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,2,2,-1,1,-1,-1,1,1,2,1,Help,LIK,ST,Wyższe magisterskie
649,194,Kobieta,NA,55 lat lub więcej,57,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,2,2,2,3,0,1,1,3,2,Harm,FC,AG,Średnie
650,2520,Mężczyzna,NA,25-34 lata,27,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,3,-3,-3,-3,-3,-3,0,0,3,3,Help,LIK,ST,Wyższe magisterskie
651,161,Mężczyzna,NA,25-34 lata,32,wieś,NA,NA,-2,NA,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,-3,-3,-3,0,Help,LIK,PR,Wyższe magisterskie
652,229,Kobieta,NA,25-34 lata,30,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,1,3,3,1,Harm,FC,PR,Zawodowe lub policealne
653,171,Kobieta,NA,25-34 lata,29,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor miał powody, by sądzić, że zaszkodzi środowisku.",R,2,2,2,2,2,2,2,2,2,3,Harm,FC,AG,Wyższe licencjackie lub inżynierskie
654,115,Kobieta,NA,45-54 lata,46,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,2,3,2,3,3,3,3,3,3,Harm,LIK,AG,Wyższe magisterskie
655,217,Mężczyzna,NA,25-34 lata,26,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,3,2,3,1,2,1,3,1,2,2,Help,FC,ST,Wyższe licencjackie lub inżynierskie
656,193,Kobieta,NA,18-24 lata,23,wieś,NA,NA,-1,NA,No,"Dyrektor nie miał powodów, by sądzić, że wdrożenie programu pomoże środowisku.",R,-3,-3,-3,-2,-3,-3,-3,-3,-3,-2,Help,LIK,PR,Średnie
657,188,Mężczyzna,NA,18-24 lata,20,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,3,3,-3,3,-3,3,3,3,3,Help,LIK,AG,Średnie
658,362,Kobieta,NA,55 lat lub więcej,72,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,-2,-3,-3,1,-3,-2,0,3,1,Harm,LIK,AG,Doktorat lub więcej
659,336,Kobieta,NA,55 lat lub więcej,67,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Średnie
660,220,Kobieta,NA,25-34 lata,31,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,-3,0,0,3,-3,0,0,3,3,Harm,LIK,PR,Wyższe licencjackie lub inżynierskie
661,349,Mężczyzna,NA,45-54 lata,49,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Zawodowe lub policealne
662,269,Kobieta,NA,35-44 lata,39,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,1,2,3,3,1,3,3,2,3,Harm,FC,AG,Wyższe magisterskie
663,221,Mężczyzna,NA,55 lat lub więcej,60,wieś,NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-1,-1,-1,-1,-2,-1,-1,2,1,Help,LIK,PR,Wyższe magisterskie
664,339,Mężczyzna,NA,55 lat lub więcej,66,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,2,1,1,2,3,0,0,1,2,0,Harm,FC,ST,Zawodowe lub policealne
665,168,Mężczyzna,NA,45-54 lata,48,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,1,0,0,-1,0,-1,-1,-1,0,0,Help,FC,ST,Zawodowe lub policealne
666,215,Kobieta,NA,25-34 lata,32,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,1,1,1,1,2,1,-1,0,1,1,Harm,FC,PR,Wyższe magisterskie
667,170,Mężczyzna,NA,25-34 lata,34,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,0,3,3,0,Harm,FC,PR,Zawodowe lub policealne
668,193,Mężczyzna,NA,25-34 lata,27,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,Inne,O,3,0,3,0,3,-3,2,1,2,3,Help,LIK,AG,Wyższe magisterskie
669,291,Kobieta,NA,45-54 lata,49,wieś,NA,NA,0,NA,Neither,"Nie było jasne, czy dyrektor był, czy nie był przekonany, że stan środowiska się polepszy.",B,2,1,-1,-2,-2,-2,-2,-2,-1,-1,Help,LIK,ST,Zawodowe lub policealne
670,1282,Mężczyzna,NA,55 lat lub więcej,69,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor był przekonany, że pomoże środowisku.",B,3,3,2,0,-3,-3,0,2,0,2,Help,FC,AG,Wyższe magisterskie
671,181,Kobieta,NA,45-54 lata,53,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
672,223,Kobieta,NA,18-24 lata,23,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że stan środowiska się pogorszy.",R,0,0,0,0,3,0,0,0,0,0,Harm,FC,ST,Zawodowe lub policealne
673,297,Kobieta,NA,55 lat lub więcej,56,wieś,NA,NA,-1,NA,No,"Dyrektor nie był przekonany, że stan środowiska się polepszy.",B,2,0,-3,-3,-3,-3,-3,-3,-3,-1,Help,LIK,ST,Wyższe magisterskie
674,109,Kobieta,NA,45-54 lata,53,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się pogorszy.",R,3,3,3,3,3,3,3,3,3,3,Harm,FC,ST,Wyższe magisterskie
675,148,Kobieta,NA,55 lat lub więcej,64,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,2,-1,0,2,2,2,2,2,2,Help,FC,ST,Średnie
676,240,Kobieta,NA,55 lat lub więcej,77,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się pogorszy.",R,3,0,3,3,3,3,3,2,3,3,Harm,LIK,ST,Średnie
677,115,Mężczyzna,NA,55 lat lub więcej,64,wieś,NA,NA,2,NA,Yes,"Dyrektor miał powody, by sądzić, że zaszkodzi środowisku.",R,2,2,2,2,2,1,2,2,3,2,Harm,LIK,AG,Zawodowe lub policealne
678,189,Mężczyzna,NA,18-24 lata,22,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Help,LIK,AG,Wyższe licencjackie lub inżynierskie
679,190,Mężczyzna,NA,25-34 lata,32,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,-3,-3,0,3,-3,3,3,3,3,Help,FC,AG,Wyższe licencjackie lub inżynierskie
680,198,Kobieta,NA,55 lat lub więcej,59,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,ST,Średnie
681,264,Mężczyzna,NA,35-44 lata,42,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Wyższe magisterskie
682,234,Mężczyzna,NA,55 lat lub więcej,61,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,-2,3,3,3,3,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
683,911,Kobieta,NA,35-44 lata,37,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,2,0,-3,-3,-3,3,0,0,-3,2,Harm,LIK,AG,Doktorat lub więcej
684,263,Inna,Męskiej,35-44 lata,39,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,0,-3,-3,0,-3,3,3,3,3,Help,LIK,PR,Zawodowe lub policealne
685,390,Mężczyzna,NA,55 lat lub więcej,82,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,1,0,0,0,-1,0,0,2,2,Help,LIK,AG,Zawodowe lub policealne
